DEPARTAMENTO,MUNICIPIO(S),DESTINO,NOMBRE,IMPACTO,APORTES NACIÓN,CONTRAPARTIDA,RADICACION SALIDA,ESTADO FÍSICO ACTUAL,AVANCE FÍSICO ACTUAL
SANTANDER,Aguada(SAN),Alcantarillado/Urbana,AMPLIACION Y OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO URBANO Y CONSTRUCCION PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CABECERA MUNICIPAL DE AGUADA (REFORMULACION) *,"EL SISTEMA DE ALCANTARILLADO MUNICIPAL ESTÁ PRESTANDO EL SERVICIO A 65 VIVIENDAS URBANAS, 24 EDIFICACIONES ENTRE LAS QUE SE DESTACA EL COLEGIO, EL MATADERO Y LA ALCALDÍA MUNICIPAL. ACTUALMENTE EL SERVICIO PÚBLICO DE ALCANTARILLADO CUENTA CON BAJO NIVEL DEBIDO A QUE NO MANTIENE UNA COBERTURA TOTAL DE LAS DOMICILIARIAS DE LA POBLACIÓN OBJETIVO, COMO CONSECUENCIA DE LA EXPANSIÓN TERRITORIAL DEL CASCO URBANO, CUENTA CON UNA RED DE COLECTORES SANITARIOS DE 6”, 8” Y 10” DE DIÁMETRO EN TUBERÍA DE GRES, LA CUAL YA ESPIRO EL TIEMPO DE VIDA ÚTIL Y POR CONSIGUIENTE SE ENCUENTRA EN MAL ESTADO, ASIMISMO LAS UNIDADES NO CONECTADAS POSEEN DESCARGAS DIRECTAS SOBRE LAS CORRIENTES NATURALES DE AGUA CERCANAS AL SECTOR, ADEMÁS POSEE UN CONJUNTO DE LÍNEAS O SALIDAS PLUVIALES JUNTO CON SUMIDEROS Y ALCANTARILLAS TUBULARES, LOS CUALES DESCARGAN DIRECTAMENTE LAS AGUAS LLUVIAS EN LAS QUEBRADAS ALEDAÑAS SIN NINGÚN TIPO DE CONTROL.",2569525553.00,0.00,5100-E2-144857,Liquidado,100
CALDAS,Aguadas(CAL),Acueducto/Rural,CONSTRUCCION DE LA OPTIMIZACION DEL SISTEMA DE ACUEDUCTO Y CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE CENTRO POBLADO DE VIBORAL EN EL MUNICIPIO DE AGUADAS,AMPLIAR LA COBERTURA EN UN 52% EN LA POBLACION RURAL DE VIBORAL EN EL MUNICIPIO DE AGUADAS Y POTABILIZACION DEL AGUA DE CONSUMO HUMANO,866255632.00,0.00,7320-E2-1677,Liquidado,100
CALDAS,Aguadas(CAL),Acueducto/Urbana,OPTIMIZACION DE REDES DE ACUEDUCTO Y ALCANTARILLADO EN EL MUNICIPIO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 499,2293000000.00,141000000.00,Sin Información,Liquidado,100
CALDAS,Aguadas(CAL),Acueducto/Urbana,MEJORAMIENTO DE LA LINEA DE CONDUCCION MUNICIPIO DE AGUADAS CORREGIMIENTO DE ARMA EN EL MUNICIPIO DE AGUADAS,"LA LÍNEA DE CONDUCCIÓN QUE SE PRETENDE OPTIMIZAR PRESENTA CONSTANTES PROBLEMAS DE OPERACIÓN, TENIENDO QUE SALIR DE CIRCULACIÓN CONSTANTEMENTE CUANDO SE PRESENTAN DAÑOS DEBIDO A DESLIZAMIENTOS. ESTOS DESLIZAMIENTOS SE HAN PRESENTADO ESPECÍFICAMENTE SOBRE CIERTOS TRAMOS AFECTANDO LA CONTINUIDAD DEL SERVICIO, YA QUE SE DEBE SACAR DE OPERACIÓN PARA REALIZAR LAS REPARACIONES CORRESPONDIENTES QUE PUEDEN DURAR SEMANAS O INCLUSO MESES POR LA FALTA DE RECURSOS PARA EJECUTAR LOS ARREGLOS. EN MUCHAS OCASIONES SE DAN SOLUCIONES PROVISIONALES PARA LOS PUNTOS AFECTADOS, PERO ESTO NO GARANTIZA EL BUEN FUNCIONAMIENTO DE LA LÍNEA. CONCRETAMENTE ESTA LÍNEA DE CONDUCCIÓN ESTÁ DOTADA DE INFRAESTRUCTURA QUE SE ENCUENTRA EN MALAS CONDICIONES EN CIERTOS PUNTOS, POR LO CUAL SE HACE NECESARIO SU MEJORAMIENTOS LO MÁS PRONTO POSIBLE CON EL FIN DE LOGRAR UN FUNCIONAMIENTO OPTIMO DE LA MISMA.",120860765.00,0.00,5100-E2-6622,Liquidado,100
CALDAS,Aguadas(CAL),Aseo/Urbana,OPTIMIZACION DEL RELLENO SANITARIO LOS EUCALIPTOS MUNICIPIO DE AGUADAS,"CON EL PRESENTE PROYECTO SE GARANTIZA LA CONTINUIDAD DEL SERVICIO DE DISPOSICIÓN FINAL DE LOS MUNICIPIOS DE AGUADAS, PACORA Y SALAMINA UBICADOS EN EL NORTE DEL DEPARTAMENTO DE CALDAS, BENEFICIANDO A 59.107 HABITANTES EN LA REGIÓN.",0.00,899554712.00,7320-E2-57096,Liquidado,100
CASANARE,Aguazul(CAS),Alcantarillado/Rural,"OPTIMIZACIÓN, MITIGACIÓN Y REDUOCIÓN DEL RIESGO DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES POR CONTAMINACIÓN HÍDRICA DE LA QUEBRADA LA CUPIAGUERA POR VERTIMIENTO DE AGUAS RESIDUALES DOMESTÍCAS DEL CENTRO POBLADO DE CUPIAGUA EN EL MUNICIPIO DE AGUAZUL","OPTIMIZAR EL SISTEMA DE TRATAMIENTO DE AGUA RESIDUALES DE LA QUEBRADA LA CUPIAGUERA, LA CUAL ACTUALMENTE RECEPCIONA EL VERTIMIENTO DE AGUAS RESIDUALES, EVITANDO LA CONTAMINACIóN DE LA QUEBRADA.",0.00,65335400.00,2015EE0082903,En Liquidación,100
CASANARE,Aguazul(CAS),Aseo/Urbana,"OPTIMIZACIÓN Y PUESTA EN MARCHA DE LA CELDA 1. DE LA PLANTA DE MANEJO INTEGRAL DE RESIDUOS SÓLIDOS-PMIRS, MUNICIPIO DE AGUAZUL","CON EL PRESENTE PROYECTO SE GARANTIZA LA CONTINUIDAD DEL SERVICIO DE DISPOSICIóN FINAL DEL MUNICIPIO DE AGUAZUL UBICADO DEPARTAMENTO DEL CASANARE, BENEFICIANDO A 38.515 HABITANTES.",0.00,362120146.00,2015EE0117903,Liquidado,100
CESAR,Agustin Codazzi(CES),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE CODAZZI,"EL MUNICIPIO DE CODAZZI NO PRESENTA SECTORIZACIÓN DENTRO DE SUS REDES DE DISTRIBUCIÓN LO QUE CAUSA QUE AL MOMENTO DE SOLUCIONAR UN DAÑO, SE REQUIERE DEJAR A TODO EL MUNICIPIO SIN EL SERVICIO, LO QUE DEMUESTRA FALTA DE EFICIENCIA DEL SISTEMA. DEBIDO A LA TOPOGRAFÍA DEL MUNICIPIO, ALGUNAS ZONAS PRESENTAN ALTAS PRESIONES LO QUE PUEDE CAUSAR DAÑOS EN TUBERÍAS Y CONSECUENTEMENTE, PÉRDIDAS DE CAUDAL. ADICIONALMENTE A LO ANTERIOR, EL MUNICIPIO TIENE EN LA ACTUALIDAD UNA COBERTURA DEL 77% EN MATERIA DE ACUEDUCTO, LA CUAL REQUIERE AMPLIACIÓN INMEDIATA. SE PLANTEA LA OPTIMIZACIÓN DEL ACUEDUCTO DEL MUNICIPIO DE CODAZZI POR MEDIO DE LA INSTALACIÓN DE 26560 ML DE TUBERÍA EN DIÁMETROS ENTRE 3"" Y 16"". ADICIONALMENTE, SE LLEVARÁ A CABO LA SECTORIZACIÓN DE LA RED,",0.00,4374535522.00,5100-E2-37310,Liquidado,100
CESAR,Agustin Codazzi(CES),Alcantarillado/Rural,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO PARA EL CORREGIMIENTO DE LLERASCA EN AGUSTIN CODAZZI DEPARTAMENTO DEL CESAR,Con la cobertura del proyecto se logra una cobertura del 100% de alcantarillado en el corregimiento de Llerasca del municipio de Agustín Codazzi-Cesar. Con el sistema de tratamiento (laguna facultativa y de maduración) se logrará una reducción de la carga contaminante del 92.9%.,4110052496.00,0.00,2016EE0058585,Liquidado,100
CESAR,Agustin Codazzi(CES),Alcantarillado/Rural,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO PARA EL CORREGIMIENTO DE LLERASCA EN AGUSTIN CODAZZI DEPARTAMENTO DEL CESAR,Con la cobertura del proyecto se logra una cobertura del 100% de alcantarillado en el corregimiento de Llerasca del municipio de Agustín Codazzi-Cesar. Con el sistema de tratamiento (laguna facultativa y de maduración) se logrará una reducción de la carga contaminante del 92.9%.,4110052496.00,0.00,2016EE0058585,Liquidado,100
HUILA,Aipe(HUI),Acueducto/Urbana,PLAN MAESTRO DE ACUEDUCTO CASCO URBANO DEL MUNICIPIO DE AIPE FASE I *,"CON LA EJECUCIÓN DE ESTE PROYECTO SE AUMENTARÁ LA COBERTURA DE 98% A 100%, ADICIONALMENTE SE MEJORARÁ LA CALIDAD DE LA PRESTACIÓN DEL SERVICIO AUMENTANDO LAS PRESIONES E INCREMENTADO LA CONTINUIDAD DEL SERVICIO.",0.00,1663413175.00,7323-E2-83770,Liquidado,100
HUILA,"Aipe(HUI), Algeciras(HUI), Baraya(HUI), Campoalegre(HUI), Colombia(HUI), Hobo(HUI), Iquira(HUI), Neiva(HUI), Palermo(HUI), Rivera(HUI), Santa Maria(HUI), Tello(HUI), Teruel(HUI), Villavieja(HUI), Yaguara(HUI)",Acueducto/Urbana,PLAN MAESTRO DE ACUEDUCTO Y ALCANTARILLADO DE LOS MUNICIPIOS DE NORTE (SUBREGION 1),Población Beneficiada : 16368 Nuevas Conexiones : 0 Cobertura : 1 Continuidad : 24 Empleos Generados : 440,0.00,2145787399.00,Sin Información,Liquidado,90.7
CUNDINAMARCA,Alban(CUN),Alcantarillado/Rural,CONSTRUCCION DE 100 UNIDADES SANITARIAS EN LA ZONA RURUAL DE ALBAN,"Construir unidades sanitarias de óptimas condiciones técnicas, las cuales constan en una zona húmeda, que incluye ducha y una zona seca que incluye sanitario y lavamanos, sistema séptico, puntos hidráulicos y eléctricos.",0.00,817747058.00,2015EE0057200,Liquidado,100
CUNDINAMARCA,Alban(CUN),Alcantarillado/Urbana,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL DEL MUNICIPIO DE ALBAN,Población Beneficiada : 120 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 15,0.00,73857333.00,5100-E2-52412,Liquidado Contrato Obra,100
CUNDINAMARCA,Alban(CUN),Aseo/Urbana,ADQUISION VEHICULO COMPACTADOR DE 8 YD3 PARA EL MUNICIPIO DE ALBAN *,Población Beneficiada : 5955 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados :,0.00,166936966.00,7320-E2-13551,Liquidado,100
NARIÑO,Alban(NAR),Acueducto/Regional,REPOSICION TANQUE DE ALMACEMANIENTO E INSTALACIONES HIDRAULICAS CORRESPONDIENTES AL ACUEDUCTO REGIONAL DEL MUNICIPIO DE ALBAN *,"CON EL PROYECTO SE MEJORA EL SISTEMA DE ABASTECIMIENTO DE AGUA, DETERIORADA POR LA OLA INVERNAL Y POR ENDE EL ADECUADO FUNCIONAMIENTO DEL MISMO Población Beneficiada : 13447 Nuevas Conexiones : NA Cobertura : 0,98 Continuidad : 24 H Empleos Generados : 81",396212039.00,0.00,5100-E2-112045,Liquidado,100
NARIÑO,Alban(NAR),Alcantarillado/Rural,"MEJORAMIENTO DE LAS CONDICIONES DE SANEAMIENTO RURAL MEDIANTE LA IMPLEMENTACION DE ACCIONES DE DESCONTAMINACION, EDUCACIÓN Y PRESERVACION AMBIENTAL DE LA CUENCA DEL RIO QUIÑA, MUNICIPIO DE SAN JOSE DE ALBAN","MEJORAR LA CALIDAD DE VIDA DE LA POBLACIóN DE LA ZONA RURAL DEL MUNICIPIO DE ALBAN DEPARTAMENTO DE NARIñO, POR MEDIO DE LA CONSTRUCCIóN DE UNIDADES SANITARIAS CON SISTEMA SéPTICO, ASí MISMO MEJORAR LAS CONDICIONES DE CONTAMINACIóN AMBIENTAL DE LA ZONA DEBIDO AL MANEJO INADECUADO DE LAS AGUAS RESIDUALES.",0.00,1610543280.00,2017EE0107610,Liquidado,100
NARIÑO,Alban(NAR),Alcantarillado/Urbana,PLAN MAESTRO DE ALCANTARILLADO MUNICIPIO DE ALBAN ETAPA I (REFORMULACION) *,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 672,557425358.00,2721547336.00,Sin Información,Liquidado,100
NARIÑO,Alban(NAR),Riesgos/Urbana,RECONSTRUCCION DEL SISTEMA DE ACUEDUCTO REGIONAL DE ALBAN DESTRUIDO POR OLA INVERNAL (REFORMULACION) *,"Población Beneficiada : 6475 Nuevas Conexiones : Cobertura : 0,97 Continuidad : 24 Empleos Generados : 154",750871730.00,0.00,Sin Información,Liquidado Contrato Obra,100
CAQUETA,Albania(CAQ),Acueducto/Urbana,CONSTRUCCIÓN DE OBRAS DE EMERGENCIA LÍNEA DE CONDUCCIÓN DEL ACUEDUCTO DEL MUNICIPIO DE ALBANIA,"MEJORAR LAS CONDICIONES DE ESTABILIDAD DE LA TUBERIA QUE ABASTECE LA PLANTA DE TRATAMIENTO DEL MUNICIPIO, DADO QUE SE ENCUENTRA EN RIESGO ALTO POR AMENAZA CONSTANTE DE DESLIZAMIENTO.",0.00,107820318.00,2015EE0088733,Liquidado,100
CAQUETA,"Albania(CAQ), Curillo(CAQ), San Jose De Fragua(CAQ)",Acueducto/Regional,"CONSTRUCCION SISTEMA DE ACUEDUCTO REGIONAL PARA LOS MUNICIPIOS DE ALBANIA, CURILLO Y SAN JOSE DE FRAGUA.","por $9.677millones, beneficiando a 20.236 habitantes. Con este proyecto se EL PROYECTO COMPRENDE LA CONSTRUCCIóN DE UN ACUEDUCTO REGIONAL POR GRAVEDAD, EN EL CUAL SE REQUIERE DE UNA RED DE CONDUCCIóN DE UNOS 45 KM. APROXIMADAMENTE, TOMANDO COMO FUENTE DE",12110573518.00,953340488.00,5100-E2-135058,En Liquidación,100
LA GUAJIRA,Albania(LA ),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE ALBANIA FASE II,Población Beneficiada : 6095 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 166,514000000.00,294350956.00,Sin Información,Liquidado,100
VALLE DEL CAUCA,Alcala(VAL),Acueducto/Rural,OBRAS DE REPOSICION Y RECUPERACION DEL ACUEDUCTO RURAL POR AFECTACION DE LA EMERGENCIA INVERNAL VEREDAS CONGAL MARAVELEZ Y LA POLONIA MUNICIPIO DE ALCALA *,Población Beneficiada : 1699 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 34,165134990.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,Alcala(VAL),Acueducto/Rural,OBRAS DE MITIGACION Y PREVENCION DEL ACUEDUCTO POR AFECTACION DE LA OLA INVERNAL VEREDA EL DINDE MUNICIPIO DE ALCALA *,Población Beneficiada : 1545 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 50,244837294.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,Alcala(VAL),Acueducto/Rural,OBRAS DE RECONSTRUCCION INFRAESTRUCTURA DEL SISTEMA DE ACUEDUCTO RURAL CONGAL ALTO POR AFECTACION DE LA OLA INVERNAL MUNICIPIO DE ALCALA,"DEBIDO A LAS PASADAS OLAS INVERNALES, AVERÍAS DE LAS ESTRUCTURAS DE ACUEDUCTO POR SU PROPIA OPERACIÓN E INESTABILIDAD DE LOS TERRENOS Y CIMIENTOS, EN LA VEREDA CONGAL ALTO DEL MUNICIPIO DE ALCALÁ, LAS ESTRUCTURAS DE CAPTACIÓN Y DESORDENACIÓN EN LA QUEBRADA PAVAS Y LAS LÍNEAS DE ADUCCIÓN Y CONDUCCIÓN CORRESPONDIENTES QUE ABASTECEN A LAS COMUNIDADES LA CAÑA, TRINCHERAS Y SAN FELIPE, ESTÁN EN RIESGO DE COLAPSO. EL PROYECTO CONTEMPLA EN TÉRMINOS GENERALES LA REUBICACIÓN DE LA ESTRUCTURA DE CAPTACIÓN Y DESARENACIÓN, LA ESTABILIZACIÓN Y REEMPLAZO DE VARIOS TRAMOS DE LA LÍNEA DE ADUCCIÓN Y CONDUCCIÓN.",190647888.00,0.00,7323-E2-28242,Liquidado,100
VALLE DEL CAUCA,Alcala(VAL),Alcantarillado/Rural,OBRAS DE MITIGACION DE RIESGO POR AFECTACION DE LA OLA INVERNAL PARA EL SISTEMA DE ACUEDUCTO RURAL TRINCHERAS MUNICIPIO DE ALCALA,Población Beneficiada : 1600 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados :,214282041.00,0.00,7323-E2-90176,Liquidado,100
VALLE DEL CAUCA,Alcala(VAL),Alcantarillado/Rural,OBRAS DE RECUPERACION DE LA INFRAESTRUCTURA DEL CENTRO DE RECUPERACION DE RESIDUOS SOLIDOS AFECTADOS POR EMERGENCIA INVERNAL VEREDA EL HIGUERON MUNICIPIO DE ALCALA *,Población Beneficiada : 18000 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 38,184305064.00,0.00,5100-E2-70592,Liquidado,100
VALLE DEL CAUCA,"Alcala(VAL), Caicedonia(VAL), Sevilla(VAL), Ulloa(VAL)",Acueducto/Urbana,ELABORACION DE DISEÑOS DETALLADOS Y FORMULACION DE PROYECTOS DE ACUEDUCTO Y ALCANTARILLADO EN LOS MUNICIPIOS Y ZONAS RURALES DE LA ZONA 6 DEL PDA DEL VALLE,Población Beneficiada : Nuevas Conexiones : NA Cobertura : NA Continuidad : NA Empleos Generados : 286,0.00,1396624224.00,Sin Información,Liquidado,65
VALLE DEL CAUCA,"Alcala(VAL), Versalles(VAL)",Aseo/Urbana,RECOLECCIÓN Y TRANSPORTE SELECTIVO PARA OPTIMIZAR EL APROVECHAMIENTO DE RESIDUOS EN LAS PLANTAS DE MANEJO INTEGRAL DEL VALLE DEL CAUCA,"1. AVANZAR EN EL PROCESO DE REGIONALIZACIÓN DEL SERVICIO PUBLICO DE ASEO. 2. FOMENTAR LA CONSOLIDACIÓN DEL COMPONENTE DE APROVECHAMIENTO Y RECICLAJE DE RESIDUOS EN CONDICIONES TÉCNICAS, RENTABLES Y SOSTENIBLES 3. DISMINUIR EL VOLUMEN DE RESIDUOS CON POTENCIAL DE RECUPERACIÓN QUE VAN A RELLENO SANITARIO",350011695.00,458433576.00,7323-E2-122447,Liquidado,100
NARIÑO,Aldana(NAR),Alcantarillado/Rural,CONSTRUCCIÓN DE UNIDADES SANITARIAS PARA HOGARES DEL SECTOR RURAL DEL MUNICIPIO DE ALDANA DEPARTAMENTO DE NARIÑO,"MEJORAR LA CALIDAD DE VIDA DE LA POBLACIóN DE LA ZONA RURAL DEL MUNICIPIO DE ALDANA DEPARTAMENTO DE NARIñO, POR MEDIO DE LA CONSTRUCCIóN DE UNIDADES SANITARIAS CON SISTEMA SEPTICO Y COOPERAR ASI MISMO CON DESCONTAMINACIóN AMBIENTAL DE LA ZONA.",80000000.00,1382187614.00,2017EE0107597,Liquidado Contrato Obra,100
NARIÑO,Aldana(NAR),Alcantarillado/Urbana,AMPLIACION Y OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO DE LA CABECERA MUNICIPAL DE ALDANA,Por medio de la ejecución del proyecto se aumentara la cobertura de alcantarillado de un 93% a un 100% y la eliminación de 3 vertimientos puntuales a 1 donde se pretende la PTAR según el PSMV,0.00,4302875880.00,2015EE0105673,En Liquidación,100
ANTIOQUIA,Alejandría(ANT),Acueducto/Rural,"CONSTRUCCION DEL ACUEDUCTO MULTIVEREDAL TOCAIMA, EL CARBON, LA PAVA Y PIEDRAS EN EL MUNICIPIO DE ALEJANDRIA","Actualmente no existe un sistema de acueducto construido en las veredas a beneficiar con el proyecto, por lo cual con la implementación del mismo se logrará mejorar la calidad, cobertura y continuidad del servicio. Se amplia cobertura del sistema de suministro de agua potable que actualmente es del 0.0% al 100%. Se logrará mejoras en la calidad del agua consumida por los 630 habitantes de los sectores rurales que se asientan en las veredas a beneficiar con el proyecto, pasando de consumir agua cruda a consumir agua potable. Se asegurará una continuidad de 24 horas, la actual es particularizada pero con promedios de no más de una hora diaria",0.00,2425520209.00,2015EE0092851,Liquidado,100
MAGDALENA,Algarrobo(MAG),Acueducto/Rural,"AMPLIACION Y OPTIMIZACION DEL ACUEDUCO DEL CORREGIMIENTO ESTACION LLERAS, MUNICIPIO DE ALGARROBO.","CON LA IMPLEMENTACIÓN DE LAS OBRAS DE AMPLIACIÓN Y OPTIMIZACIÓN DEL SISTEMA DE ACUEDUCTO DEL CORREGIMIENTO ESTACIÓN LLERAS DE ALGARROBO, SE LOGRARÁN MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACIÓN TENIENDO EN CUENTA QUE SE CONTARÁ CON CALIDAD, CONTINUIDAD DEL SERVICIO DURANTE LAS 24 HORAS Y CON UNA COBERTURA EFECTIVA DEL 100%.",0.00,428067824.00,7320-E2-157677,Liquidado Contrato Obra,100
MAGDALENA,Algarrobo(MAG),Acueducto/Urbana,OPTIMIZACION Y AMPLIACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE ALGARROBO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 158,390191963.00,382541082.00,Sin Información,Liquidado,100
MAGDALENA,Algarrobo(MAG),Alcantarillado/Urbana,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE ALGARROBO FASE I,INCREMENTAR LA COBERTURA DEL SERVICIO DE ALCANTARILLADO SANITARIO DEL 0% AL 40% Y GARANTIZAR EL TRATAMIENTO DE LAS AGUAS RESIDUALES DE LA POBLACIóN.,0.00,13277389818.00,7323-E2-75287,En Liquidación,100
MAGDALENA,Algarrobo(MAG),Alcantarillado/Urbana,"CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO DEL MUNICIPIO DE ALGARROBO, MAGDALENA - FASE II",Incrementar la cobertura del servicio de alcantarillado del 40% al 75% y garantizar que las redes lleguen al sistema de tratamiento de las aguas residuales del municipio.,7180803864.00,0.00,2016EE0111797,Liquidado,100
MAGDALENA,"Algarrobo(MAG), Aracataca(MAG), Ariguani(MAG), Chivolo(MAG), Cienaga(MAG), Concordia(MAG), El Reten(MAG), Fundacion(MAG), Guamal(MAG), Nueva Granada(MAG), Pijiño Del Carmen(MAG), Pivijay(MAG), Puebloviejo(MAG), Remolino(MAG), Sabanas De San Angel(MAG), San Sebastian De Buenavista(MAG), Santa Marta(MAG), Zapayan(MAG), Zona Bananera(MAG)",Acueducto/Urbana,REALIZAR LA INTERVENTORIA SOCIOAMBIENTAL DE LA FORMULACION DE LOS PLANES DE ORDENAMIEN TO Y MANEJO DE LAS CUENCAS HIDROGRAFICAS-POMCAS DPTO DEL MAGDALENA. SUCRITO ENTRE CORPAMAG Y LA UNIVERSIDAD TECNOLOGICA DE BOLIVAR.,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 71,0.00,347235425.00,Sin Información,Liquidado,100
MAGDALENA,"Algarrobo(MAG), Aracataca(MAG), Ariguani(MAG), Chivolo(MAG), Cienaga(MAG), Concordia(MAG), El Reten(MAG), Fundacion(MAG), Guamal(MAG), Nueva Granada(MAG), Pijiño Del Carmen(MAG), Pivijay(MAG), Puebloviejo(MAG), Remolino(MAG), Sabanas De San Angel(MAG), San Sebastian De Buenavista(MAG), Santa Marta(MAG), Zapayan(MAG), Zona Bananera(MAG)",Acueducto/Urbana,"CONVENIO DE COOPERACION CIENTIFICA Y TECNOLOGICA N° 001 DE 2009 SUSCRITO ENTRE CORPAMAG Y LA UNIVERSIDAD DE CARTAGENA CUYO OBJETO ES ""FORMULAR LOS PLANES DE ORDENAMIENTO Y MANEJO DE CUENCAS- POMCA DE LAS CUENCAS HIDROGRAFICAS DE LOS RIOS PIEDRAS, MANZANAR",Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 862,0.00,4206398535.00,Sin Información,Liquidado,100
MAGDALENA,"Algarrobo(MAG), Aracataca(MAG), El Reten(MAG), Fundacion(MAG), Zona Bananera(MAG)",Riesgos/Urbana,"GESTION DE RESIDUOS SOLIDOS EN EL DEPARTAMENTO DEL MAGDALENA FORTALECIMIENTO INSTITUCIONAL PARA LA PRESTACION DEL SERVICIO PUBLICO DOMCILIARIO DE ASEO - DISEÑO Y CONSTRUCCION DEL RELLENO SANITARIO. ZONA BANANERA, ARACATACA, FUNDACION, EL RETEN Y ALGARROBO",Población Beneficiada : Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 98,190378264.00,285907314.00,Sin Información,En Liquidación,100
MAGDALENA,"Algarrobo(MAG), Ariguani(MAG), Nueva Granada(MAG), Sabanas De San Angel(MAG)",Acueducto/Urbana,PLAN DE MANEJO INTEGRAL DE LA CUENCA DEL RIO ARIGUANÍ,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 207,0.00,1009271680.00,Sin Información,Liquidado,100
HUILA,Algeciras(HUI),Acueducto/Urbana,PLAN MAESTRO DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE ALGECIRAS FASE II,"CON EL PRESENTE PROYECTO SE MEJORARÁ LA CALIDAD DE LA PRESTACIÓN DEL SERVICIO, INCREMENTADO LAS PRESIONES EN LOS SECTORES QUE ACTUALMENTE NO LE LLEGA AGUA Y CONTROLANDO LAS SOBREPRESIONES PRESENTES EN EL LA RED. CON LO ANTERIOR SE GARANTIZARÁ LA CONTINUIDAD DEL SERVICIO.",1154943282.00,0.00,7323-E2-89160,Liquidado,100
HUILA,Algeciras(HUI),Acueducto/Urbana,"PLAN MAESTRO DE ACUEDUCTO DEL CASCO URBANO DEL MUNICIPIO DE ALGECIRAS, FASE I",CON ESTE PROYECTO SE LOGRARÁ MEJORAR LA CALIDAD DEL AGUA TRATADA SUMINISTRADA A LA POBLACIÓN POR MEDIO DE LA OPTIMIZACIÓN DE LA PLANTA EXISTENTE Y LA CONSTRUCCIÓN DEL NUEVO DESARENADOR.,1779512812.00,129000000.00,7323-E2-64839,Liquidado,100
HUILA,Algeciras(HUI),Alcantarillado/Urbana,PLAN MAESTRO DE ALCANTARILLADO MUNICIPIO DE ALGECIRAS,AUMENTAR LA COBERTURA EL 93 AL 100% Y UNIFICAR LOS VERTIMIENTOS A UNO SOLO CERCA AL SITIO DE UBICACIÓN DE LA PTAR.,0.00,4199753728.00,2014EE0076011,Liquidado,100
CAUCA,Almaguer(CAU),Acueducto/Urbana,"CONSTRUCCION PRIMERA ETAPA ACUEDUCTO DE LAS VEREDAS DE RUIZ Y JUAN RUIZ,",Población Beneficiada : 931 Nuevas Conexiones : 665 Cobertura : N.D. Continuidad : N.D. Empleos Generados : 51,133198343.00,116452867.00,Sin Información,Liquidado,100
CAUCA,Almaguer(CAU),Acueducto/Urbana,"TERMINACION ACUEDUCTO ARRAYANES, MUNICIPIO ALMAGUER CAUCA",Población Beneficiada : 50148 Nuevas Conexiones : 11235 Cobertura : N.D. Continuidad : N.A. Empleos Generados : 68,266127243.00,63412719.00,Sin Información,Liquidado,100
